match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2026-03-30,Chennai Super Kings,"Barsapara Cricket Stadium, Guwahati",4.0,0,19,2,4.75,16,1,0
9,2026-04-04,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,38,0,9.5,9,1,0
13,2026-04-07,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",2.0,0,17,1,8.5,3,0,0
16,2026-04-10,Royal Challengers Bengaluru,"Barsapara Cricket Stadium, Guwahati",3.0,0,33,2,11.0,6,0,0
21,2026-04-13,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,37,2,9.25,13,0,0
28,2026-04-19,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,35,1,8.75,9,2,0
32,2026-04-22,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,1,20,3,5.0,17,1,0
36,2026-04-25,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",4.0,0,34,2,8.5,13,1,0
40,2026-04-28,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",4.0,0,40,1,10.0,9,0,0
43,2026-05-01,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",4.0,0,46,1,11.5,9,2,0
