innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,Abhishek Sharma,1,1.6
1,Sunrisers Hyderabad,2,TM Head,8,3.1
1,Sunrisers Hyderabad,3,Ishan Kishan,11,4.3
1,Sunrisers Hyderabad,4,LS Livingstone,26,8.1
1,Sunrisers Hyderabad,5,Nithish Kumar Reddy,142,18.4
1,Sunrisers Hyderabad,6,H Klaasen,144,19.1
1,Sunrisers Hyderabad,7,Harsh Dubey,144,19.2
1,Sunrisers Hyderabad,8,Shivang Kumar,151,20.3
1,Sunrisers Hyderabad,9,HV Patel,156,20.6
2,Lucknow Super Giants,1,MR Marsh,37,5.4
2,Lucknow Super Giants,2,AK Markram,77,10.2
2,Lucknow Super Giants,3,A Badoni,102,13.1
2,Lucknow Super Giants,4,N Pooran,105,14.1
2,Lucknow Super Giants,5,Abdul Samad,139,18.4
